channel_id,channel_title,video_id,video_url,ads_yn,subscribers,views,likes,comments,video_title,publishDate,brand_name,matched_keyword,updated_at
UC_gu0ahtQ9UeCWdUs9gvRJg,채히 CHAEHEE,k5ChEee4LxI,https://www.youtube.com/watch?v=k5ChEee4LxI,1,33400,8178,196,120,이번달 추구미 또 바뀜 .•°★ GRWM,2026. 2. 28,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCc3lx0-oWbbNkr7owjeQYrg,가을스런_Gaeul,hKZoPEH6sEM,https://www.youtube.com/watch?v=hKZoPEH6sEM,0,40900,6079,145,31,인간 봄웜의 (◍•ᴗ•◍)🩷코랄•핑크 파우치 털기 ( 데일리 섀도우ㅣ뽀용 블러셔ㅣ올영세일 추천템 ) 가을스런,2026. 3. 1,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCN-6lgqBkLsB1iWlD5YRmeg,이하여백,icS2xn2sUEU,https://www.youtube.com/watch?v=icS2xn2sUEU,0,688,2542,56,2,올영세일 추천템으로 기차에서 화장하기💗 #올영세일 #올영세일추천템,2026. 3. 2,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UC4wzDI8tetWUqPUoMQJSNrQ,프롬하정 hajeong,jecfTrhzquA,https://www.youtube.com/watch?v=jecfTrhzquA,1,10800,1032,30,19,"🍯찐코덕의 꿀템 존예템 가득한! 올영세일 추천템 | 진정 보습 스킨케어, 화잘먹 쿠션, 존예 멀멀 글로스, 여름뮤트 팔레트, 촘촘 하이라이터 | 프롬하정 hajeong",2026. 3. 2,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCp1LcaT4ZervirUK8ZyzVcg,정오jeongoh,je3Ob4gKTcE,https://www.youtube.com/watch?v=je3Ob4gKTcE,0,1140,1324,6,0,올영세일 릴바레 꿀조합.. 뽀용함에 분위기 한 방울 섞기 🩷🤎 #올영세일 #블러셔추천 #쇼츠 #shorts,2026. 3. 2,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCeNWopl4mCr3DrEhJ7Hwa9w,유진YuJin,CojgqsMuQTc,https://www.youtube.com/watch?v=CojgqsMuQTc,0,50,2247,15,0,블러셔 맛집 릴바레 신상 리뷰 💖#블러셔 #블러셔추천,2026. 3. 4,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCG5sVChZCGzrD80vEAn5M_g,so,2id5qN-n7SE,https://www.youtube.com/watch?v=2id5qN-n7SE,0,1680,1291,0,10,혹시 봄웜이세요 ? 🍑 • 봄원라의 파우치 털기 • 나에 복숭아 색감의 인생템 공유합미다 • fwee 틴트 사랑 가득가득 • 핑잘봄 • 미지근한거 잘 어울리는 사람🙋🏻‍♀️🪽 •,2026. 3. 5,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCANG9nPHHhmyOtMVk0bWgaA,다예 Daily Daye,MnbbfVaNA6U,https://www.youtube.com/watch?v=MnbbfVaNA6U,1,390000,5625,117,27,grwm 개강여신 메이크업🧚🏻‍♀️하투하 유하st 또렷 강아지상 메컵 / 외모정병 탈출기..💥,2026. 3. 8,릴리바이레드,lilybyred,2026. 3. 10 오후 1:00:45
UCc_vOO8-XNMT8KmIVTEbt5g,소윤Soyoon,-pOkoVdlkc4,https://www.youtube.com/watch?v=-pOkoVdlkc4,0,756000,50001,700,76,"왜 이렇게 예뻐졌어?🩰 멀멀~뉴트럴 로지 메이크업 GRWM🌷(쿨톤 가을 색조들, 눈 사방 트임 tip, 요즘 산 신상템들) | 소윤Soyoon ",2025. 11. 20,릴리바이레드,릴리바이레드,2026. 3. 10 오후 1:00:45
UC1mau0KzC5oizSc31rMsxSg,민이,uIXBvSjIxfU,https://www.youtube.com/watch?v=uIXBvSjIxfU,0,259,1619,15,0,아무도 모르는 애교살 치트키템 알려드림!! 필터쓴것같은 가을 핑크 메이크업 #makeup,2025. 11. 20,릴리바이레드,릴리바이레드,2026. 3. 10 오후 1:00:45
UCCpCKSbCQ579gtPqE8pSfVQ,이안상영관 IAN CINEMA ,df0b-nL0rRs,https://www.youtube.com/watch?v=df0b-nL0rRs,0,232,1092,17,4,광고❌ 2025 올영 세일🚨 추천템 총정리 | 진짜 좋았던 것들만🛍️ (메이크업·스킨케어·간식),2025. 11. 20,릴리바이레드,릴리바이레드,2026. 3. 10 오후 1:00:45
UCq8mgQbOYoql9_ZkA1uUwtA,구피 뷰티 ,kHhXp1wfvGA,https://www.youtube.com/watch?v=kHhXp1wfvGA,0,250,1900,0,1,⭐ 라벤더 톤 조합 끝판왕💜 팔레트·치크·하이라이터 #릴리바이레드 #오드라벤더 #라벤더메이크업 #팔레트추천 #치크추천 #하리라이터추천 #구피뷰티,2025. 11. 20,릴리바이레드,릴리바이레드,2026. 3. 10 오후 1:00:45
UCTHs35hSEbQ7YiAygBtTYtA,혜븐hyeven,YjMH9-eeFcc,https://www.youtube.com/watch?v=YjMH9-eeFcc,0,3850,37000,926,28,멀멀복숭아 메이크업‎•ﻌ• ᩚ#메이크업 #makeup,2025. 11. 20,릴리바이레드,릴리바이레드,2026. 3. 10 오후 1:00:45
